source_id,ra,dec,pmra,pmdec,x_arcmin,y_arcmin,R_arcmin,dpmra,dpmdec,pm_speed,pm_tan,pm_rad,theta_deg,membership_prob,X_pc,Y_pc,Z_modeled_pc,assumed_dist_pc
6083438514674490496,201.90355564538223,-48.05483767449067,-2.837177919700244,-6.824378778445402,8.496851117313854,-34.19026046944026,35.230248223337384,0.40693690485135825,-0.03858400871248957,0.40876199708183353,0.3856185204212463,0.1355902908266582,166.0437713585588,0.9304058737626424,12.852495764236762,-51.716826833203534,10.798310135152338,5200.0
6083440709402599680,202.10337570857232,-48.05606049280649,-3.5219477617120902,-6.463724119726782,16.598953659488252,-34.26362956838929,38.07258296713843,-0.27783293716048796,0.3220706500061299,0.4253476749279284,-0.1096203283563352,-0.4109793524955285,154.1522155166944,0.9426871317786982,25.10788745781608,-51.82780630317998,28.171722535203727,5200.0
6083440881212364160,202.07569169994423,-48.05209797136322,-3.1838533828383246,-7.31467478835776,15.476450377774169,-34.02587828179307,37.38022082790715,0.06026144171327763,-0.5288800186248475,0.5323020904129363,-0.1641171921232294,0.5063704796960115,155.54189303306188,0.966647692281488,23.409968019852222,-51.46817926467707,2.9343660048927935,5200.0
6083443973577804032,202.0452648934549,-48.01662275232135,-3.74024918957256,-6.564560663289364,14.242734892593761,-31.897365139280822,34.932755403049946,-0.49613436502095754,0.22123410644354813,0.5432254025803873,-0.36282280414778856,-0.40429376794474503,155.9383974567691,0.916218511133336,21.543826924918314,-48.248550513913536,-8.174119647315978,5200.0
6083444321482241280,202.08346264626456,-47.97917682190921,-4.242334703735355,-6.610668274703196,15.79153887755705,-29.650609314552838,33.59362041884803,-0.9982198791837527,0.17512649502971644,1.0134654490701787,-0.7987323324606889,-0.6238099690938953,151.96080062614118,0.9253380844590844,23.886576772071884,-44.85006567265866,-28.235976970618637,5200.0
6083444699442075264,202.184070326992,-47.93357050169772,-2.732900618774134,-7.320842622192881,19.870877722569347,-26.91423010186341,33.45485859245788,0.5112142057774682,-0.5350478524599689,0.7400109246563271,0.0934712159980774,0.7340839872865728,143.56140800337218,0.9789836817285336,30.057060931735712,-40.71096734613006,-22.5661370254493,5200.0
6083445932085004416,202.11581922449795,-47.884453248440565,-3.115448257449477,-6.6788660690805965,17.10350080257869,-23.967194906433917,29.44411947039344,0.1286665671021252,0.10692870065231563,0.16729863272913564,0.16684594063149705,-0.012298967754619486,144.48753738297654,0.9841595843030994,25.871074893949203,-36.2532268439888,-6.151956611056056,5200.0
6083446623573098624,202.2384106164788,-47.85999899427652,-3.8256083465825,-6.6376464476037,22.074213016155806,-22.499939656591437,31.520123172869713,-0.5814935220308977,0.14814832212921214,0.6000688639761264,-0.3113348092552609,-0.5129846762424675,135.5472139480465,0.9091374954933392,33.38986706627061,-34.033829137322115,8.851650585477598,5200.0
6083447581352679168,202.17562849703955,-47.8330782050294,-4.042771120582216,-6.835949566251335,19.528586909392267,-20.884692301764147,28.592587837008626,-0.798656296030614,-0.050154796518422806,0.800229581309729,-0.6176126274706042,-0.5088438121781583,136.9218923500308,0.9814320461199292,29.53930545199908,-31.590575807413785,-22.900679351350764,5200.0
6083448032330819968,202.2448315572645,-47.80854108988344,-3.36907022729613,-6.456697440811286,22.334562852064845,-19.4124653930065,29.59183181939756,-0.12495540274452788,0.3290973289216259,0.3520211706394887,0.16641594125887513,-0.31020096562280175,130.99609272430936,0.9385306600668596,33.78367709271939,-29.363657876576262,-20.09829575286049,5200.0
6083461432626180224,201.62671619859404,-48.06868168115048,-3.749001341263076,-6.409283043028642,-2.728155770322765,-35.02090086902882,35.12700288361489,-0.5048865167114736,0.3765117267042699,0.6298186049196037,-0.5326034604674738,-0.33616220638398375,-175.5456096357254,0.9555052219660554,-4.126659393949252,-52.973269022188354,-8.544444502479077,5200.0
6083464555062650368,201.5907411458712,-48.041641331506334,-3.283537699020348,-6.448505135164114,-4.186835952219008,-33.39847989038006,33.65988791245323,-0.03942287446874593,0.33728963456879857,0.33958571910333946,-0.08107099036058432,-0.3297665161002345,-172.8546711569331,0.9685191542411398,-6.3330862926147855,-50.51916473484806,-7.1171506138188345,5200.0
6083464658148598784,201.5959255934644,-48.03303513463975,-3.2987088032781555,-7.16991867717333,-3.97662219613271,-32.882108078385244,33.121693129569685,-0.05459397872655325,-0.3841239074404177,0.3879841218149139,-0.00808079017807966,0.38789996082828854,-173.10437936978755,0.9740289144901852,-6.015113037301637,-49.73809108358551,8.870993948725404,5200.0
6083464937319412096,201.5123409478812,-48.05962671476576,-3.225684384936695,-6.614517808192517,-7.36572816804933,-34.4776028859458,35.25562440528565,0.01843043961490709,0.1712769615403955,0.1722657210791191,-0.017760064462393955,-0.17134777141591445,-167.94072639972254,0.9138822643812554,-11.141538056077087,-52.15146634142061,-13.514019297038052,5200.0
6083465414056171648,201.55780481379884,-48.02004714865367,-2.9436455292855985,-6.390439703452604,-5.522305151622945,-32.10282891922006,32.57433773393333,0.30046929526600374,0.3953550662803078,0.49657570000067014,0.22909577235669104,-0.4405707127345696,-170.23954644721812,0.9790029518279668,-8.35314195695764,-48.55933886655304,-15.298798585144565,5200.0
6083465448415932800,201.559959573689,-48.013118970050726,-2.9238692835326328,-6.242426163722852,-5.434936119178227,-31.687138203043617,32.149856269015174,0.3202455410189695,0.54336860601006,0.6307191518733581,0.22377988237784893,-0.5896856898236589,-170.26740607295588,0.9594908904198703,-8.220985925985993,-47.93055732205785,-2.9862717981096147,5200.0
6083474588108440576,201.19503336032508,-47.97030281793738,-2.532744683025737,-7.082622299256886,-20.231596443468565,-29.11816907624285,35.45680844357026,0.7113701415258653,-0.2968275295239735,0.7708138948785466,0.7535672842609434,-0.1621431732433449,-145.2080388381002,0.9182441484928026,-30.602690809019442,-44.044686619512234,-16.547084640707826,5200.0
6083478303266639616,201.44642750990627,-47.9382129337291,-3.061803356406612,-7.322233162712869,-10.038319823032872,-27.192776023745893,28.986461197378066,0.18231146814499022,-0.5364383929799565,0.5665718144066999,0.3568043371520327,0.4401071299917767,-159.73817757359365,0.9724552773027256,-15.184150130945303,-41.132301112217256,26.0497045999696,5200.0
6083478440705599872,201.47970543565023,-47.91789631291873,-3.4127568854054458,-7.396469996266999,-8.68900002769312,-25.97377877512372,27.388609043547984,-0.16864206085384348,-0.6106752265340871,0.6335332485288283,0.033805494758618215,0.6326306707041757,-161.50338203146688,0.9118180167816652,-13.143143796390698,-39.28842309691249,-23.215119731773527,5200.0
6083478956101697024,201.5348748607821,-47.87626116172881,-3.553982709269804,-6.952696967167126,-6.452045777578206,-23.475669703728812,24.346169365108253,-0.3098678847182019,-0.1669021974342142,0.35195802233803725,-0.2545573146342943,0.24305353948107639,-164.6322884172155,0.9941317864304092,-9.759485000038577,-35.50973663819829,8.445690828234888,5200.0
6083479054872876160,201.547860357562,-47.85512447266722,-3.1837211181502347,-6.492337348295301,-5.9255229410216845,-22.20746836003329,22.984418049766976,0.06039370640136754,0.2934574214376111,0.29960750653097173,-0.01730291182604713,-0.2991074509470574,-165.06007700340356,0.9947180734217658,-8.963056719351467,-33.59143158930402,34.75715652530456,5200.0
