source_id,ra,dec,ra_error,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe
4065741558530969984,271.6858810147922,-24.971127793530396,0.2870529,0.25326037,0.31932287268722215,0.23818973,-2.1004154347967443,0.32194918,-6.063983981923879,0.24301615,18.600986,20.941696,17.311462,3.6302338,0.95538706
4065741597237910784,271.6539829632017,-24.978530859639726,0.2425106,0.22266658,0.35615029782983376,0.28502867,-1.0638903338904087,0.3254944,-3.5272649340435285,0.22164188,18.933737,19.913975,17.824427,2.089548,1.0245067
4065741665957146496,271.7201208618242,-24.983890929373274,0.47096923,0.42173067,0.15870447846717473,0.4888136,-4.39265464183071,0.5759046,-7.658327847857964,0.38639614,19.71577,23.59487,18.228786,5.366083,1.010015
4065741665971104000,271.71098760501917,-24.990178108826907,0.80309826,0.66999406,-1.0631903773641465,0.72742116,-0.7654191245788854,0.9659391,-3.4037052033938204,0.62354404,20.012129,21.777256,18.33578,3.4414768,1.0970232
4065741665987607808,271.7093651009003,-24.983409757357812,0.48677024,0.44998565,0.2971031441754621,0.53380036,-1.012902184017235,0.6289796,-1.84222570977319,0.41459882,19.761347,20.93761,18.718658,2.2189522,1.0452714
4065741700312203392,271.7274768454769,-24.981385975042226,1.5605553,1.4551198,1.7700638385958538,1.1677767,0.14747254799509796,1.2973605,-3.9243958123897342,1.0679551,20.30402,21.578018,19.153164,2.4248543,1.0172782
4065741700316867456,271.72968386051497,-24.978807355415796,0.44537178,0.39233726,0.5404387920051378,0.45914322,-0.10910320049439959,0.5495994,-3.1128265064141845,0.36827862,19.604784,21.161451,18.34722,2.8142319,1.1002384
4065741700316928896,271.7205577050569,-24.972586126517125,0.24876715,0.21545173,0.6749722240343095,0.2271553,-1.929689482858938,0.30543634,-18.79485551443005,0.2112314,18.591051,19.974699,17.399483,2.5752163,1.0880173
4065741700316932480,271.72137377647306,-24.970621109770455,0.35107827,0.31296328,0.5948325183190915,0.36375493,-1.6688025838675098,0.44050425,-2.251135733657536,0.29480532,19.338758,20.197824,18.160856,2.0369682,1.0215495
4065741734676727552,271.70577278903903,-24.9711251326348,0.39173225,0.35153538,-0.04408612582798789,0.41157648,-0.2330280229066335,0.486261,-1.7983358211346867,0.33010975,19.502234,20.28502,18.566813,1.7182083,1.066519
4065741734690603776,271.7041877683408,-24.9650688197708,0.04770153,0.042761546,0.40397441311043863,0.05391157,-1.0282912994680147,0.059181735,-2.470907643354072,0.043078795,16.084059,16.736359,15.212169,1.52419,1.0757155
4065741769050333824,271.7122559575602,-24.9676123456007,0.7578835,0.6341724,-1.459272108903487,0.7085593,-6.281177105489905,1.0110009,-7.385559140988154,0.67634314,20.12048,21.535242,18.381563,3.153679,1.0995878
4065741799044107392,271.7369417221543,-24.96603895964858,0.10224399,0.087412596,0.3163023393624771,0.11018961,-0.2534844989538421,0.124125145,-1.3483675079548676,0.08819328,17.724392,18.596989,16.711622,1.8853664,0.94185764
4065741837755837824,271.75353577241685,-24.954130549355092,0.90123373,0.7721613,0.8419622740115389,0.818719,-3.190686710997406,1.1521137,-2.5543266350495752,0.79734814,20.25162,20.825695,18.282997,2.542698,1.0627395
4065741837755847168,271.7442631298352,-24.960441816823817,0.5269993,0.44725522,0.7998184280606984,0.5283148,-4.347431447672788,0.61434466,-7.250231144162784,0.42407477,19.703459,21.117098,18.141327,2.975771,1.2433695
4065741837769800320,271.7456907351818,-24.951509086779023,0.11075701,0.09225377,0.26320324597102057,0.11990373,-2.69182586721357,0.13029993,-2.753928157777109,0.09268398,17.45273,18.363535,16.322765,2.0407696,1.2783507
4065741872129551232,271.7292727258796,-24.949333669746828,0.06748894,0.058164656,0.4661304516164151,0.06998311,-2.6709458374008967,0.083506845,-6.052796338757355,0.06022205,16.537882,17.443249,15.488852,1.9543972,1.1726449
4065741902128385280,271.7373242444413,-24.93725644688393,0.43526462,0.37344295,0.3696870903747596,0.44320098,-4.194464128418794,0.5251584,-7.649383431055376,0.3575048,19.731134,21.180655,18.066555,3.1140995,0.9129563
4065741906481468800,271.7352472174468,-24.947620919454135,1.2676569,1.0713159,0.0036313238722250896,0.7302594,-0.3763585175591912,1.0170304,-3.260736505726859,0.8304115,20.012794,21.878088,18.951538,2.92655,1.0909904
