source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,p_pm,pm_method,r_proj_arcmin,p_spatial,p_cmd,membership_prob,is_member,dist_pc,dist_pc_err
4690814159435170944,15.595516289767652,-71.0020697417162,1.043869517055374,0.63268256,1.2954660920402756,0.8705639,-2.238829393779569,0.89872366,20.416689,20.742971,19.930836,0.8121357,1.0238091,0.0,gmm3,10.114057397375154,,0.997858536108614,0.0,False,,
4690814193788696704,15.619795226120695,-70.99429497655825,-0.2013100800543263,0.18011782,6.499197490191193,0.22023147,-3.068747922902011,0.18936452,18.903042,19.134115,18.505774,0.6283417,1.0255312,0.9935534499504596,gmm3,9.494020595977828,,0.6034483440804281,0.7965558170392305,True,,
4690815224580961920,15.47044156915811,-70.96245647420412,0.0184417578387345,0.12713814,0.1802507014263007,0.15850225,-1.178330615711774,0.14319614,18.480602,19.004768,17.853468,1.1513004,0.9744914,0.0,gmm3,9.540398138057956,,7.31100640761576e-15,0.0,False,,
4690815228883301120,15.48180133361648,-70.96710243766626,0.1182624964297037,0.30987972,7.164364182811348,0.37632915,-2.8233860547902494,0.33728302,19.589945,19.884699,19.186384,0.69831467,1.0739888,0.9948467224345092,gmm3,9.589842478366968,,0.9483060607503152,0.9691329494183702,True,,
4690815293300463872,15.592571480587912,-70.95375015038657,0.7236360022420067,0.68288004,0.1027324666414434,0.7750534,-1.2884055797602878,0.78873783,20.47985,20.688421,19.960909,0.72751236,1.0705203,0.0,gmm3,7.607108351813856,,0.8529866993695038,0.0,False,,
4690815297596317440,15.569696127014048,-70.95140404063063,0.0551744686013945,0.36765793,0.7129903020144911,0.42553452,-0.3280529046964343,0.3766835,19.866947,20.34737,19.263996,1.083374,1.0039859,0.0,gmm3,7.756375452009593,,0.0173050367307304,0.0,False,,
4690815297602764416,15.584900334478707,-70.94788152576935,0.492303582210692,0.23496191,1.4809612231284572,0.28450802,-2.054386862393528,0.24514848,19.08276,19.018255,18.894934,0.12332153,1.1871309,0.0,gmm3,7.4073758580335,,3.6564706223792205e-20,0.0,False,,
4690815396387846656,15.437037781279914,-70.95945710387294,-0.8952773705418733,0.7041114,6.360807762674963,0.9596759,-2.656237150460192,0.8286506,20.497034,20.987297,19.921225,1.0660725,0.9195915,0.9960015259312414,gmm3,9.889551280757289,,0.4562809941518772,0.7252290461799675,True,,
4690815430739415552,15.488212780251189,-70.95536440123112,-0.131777918824415,0.31528017,0.7032045100672226,0.38762307,-1.6646968314878312,0.34288353,19.760431,19.82344,19.815231,0.0082092285,1.0581843,0.0,gmm3,8.991731787353352,,9.474161452274208e-12,0.0,False,,
4690815469401463680,15.446621393564302,-70.95293029762178,0.0699694518501651,0.06096032,0.7703394092427317,0.07528874,-1.4534681545621533,0.06604138,17.201614,17.81292,16.453115,1.3598042,1.0095814,0.0,gmm3,9.488243974283009,,4.70658374870981e-40,0.0,False,,
4690815533818688384,15.537548813119912,-70.94021338643748,0.0205639008017814,0.19418979,0.5665903033944624,0.23399669,-1.177097786026618,0.20639423,19.078903,19.057903,19.21158,-0.15367699,1.0104451,0.0,gmm3,7.662685903764179,,3.5390316075674e-44,0.0,False,,
4690815568178480512,15.579826297615012,-70.92778884848651,0.0046180168491481,0.21009561,0.7916986960875863,0.25310442,-0.4048346623553073,0.2322996,19.113287,19.543402,18.578655,0.9647465,1.0898354,0.0,gmm3,6.548390364816456,,2.5024758099278943e-05,0.0,False,,
4690833748784519680,15.82185011391387,-71.01714739055292,0.0762629606332918,0.20108528,0.4969114442835336,0.24826965,-1.139599667948954,0.2172538,18.929081,19.518305,18.289873,1.2284317,0.96045417,0.0,gmm3,10.103815851703477,,2.5945155165726534e-22,0.0,False,,
4690833783144257024,15.853257971067368,-71.00832187340382,-0.085654468453451,0.40725127,1.2733273986019569,0.4552038,-1.2408857157711186,0.41844764,19.731886,19.740265,19.891964,-0.15169907,1.0940557,0.0,gmm3,9.610165876751775,,7.524791195126222e-18,0.0,False,,
4690833916278437376,15.966853818373467,-71.01319738674424,-0.276150642082631,0.19242628,0.476437543079615,0.22129709,-0.9626680152459124,0.21767676,18.935171,19.458635,18.300358,1.1582775,0.9585519,0.0,gmm3,10.339290623807477,,5.379517592435577e-17,0.0,False,,
