source_id,ra,dec,radial_velocity,radial_velocity_error
4690838593505300480,15.850987835230173,-70.89920333722735,234.1459,3.349263
4690839349412824960,15.866740858280732,-70.88646761789701,226.9526,8.230688
4690840414570348928,16.216697537770074,-70.84527407870087,43.323723,4.5056295
4690841376642870784,16.075015867378358,-70.79180163890547,225.33661,1.3289406
4690886456620706944,15.658671922485773,-70.85602549305626,218.93068,4.614854
4690886830279097344,15.884064175717821,-70.81126009135295,217.7717,9.835348
4690886834576765952,15.895588059592795,-70.80222463116881,220.9114,0.6407299
4690887006375453824,15.850372629424973,-70.79742772747694,223.47028,0.6332149
4690839723077788800,15.868795842109636,-70.85824685101602,226.02972,1.8303627
4690839791797266688,15.870175880326492,-70.83135508203709,229.953,6.822861
4690886456620707072,15.662954901781308,-70.85627026890548,219.00386,4.785755
4690835535488660608,16.113625718018657,-70.9719835225188,22.137829,0.20752712
4690839654358245888,15.766413193426908,-70.85895174224328,218.80708,0.8574772
4690840139693382016,16.008701885122072,-70.87289471243903,122.478516,6.6916876
4690840345850815616,16.084795018070565,-70.83140316651576,39.056976,1.4176247
4690867043367536384,15.449257802417828,-70.80003505329472,117.16545,0.71865565
4690886525340099328,15.656907215876508,-70.84364068907993,222.54265,0.6679124
4690886589760860800,15.773699043245008,-70.8498253418706,222.58119,1.7732817
4690888896160996480,16.159078193616935,-70.73350962781171,51.75727,1.630676
4690839791797269760,15.877757910404537,-70.8362787549054,232.49757,1.8982172
4690839791797273216,15.887625571545405,-70.82705395006656,229.70203,0.75539577
4690886177443961984,15.688129449858279,-70.86962012717441,218.99666,1.3068613
4690886692840104960,15.819473670218525,-70.82098685587904,225.7639,5.4351397
4690886795919334912,15.840623774366247,-70.81123867015461,226.58746,0.46357867
4690887689272577280,15.750418263463278,-70.79753337179653,224.28136,1.686427
4690887865368868736,15.89039318798044,-70.7656752779959,225.36664,4.4445963
4690888380764943232,16.058240163875954,-70.77115655563206,12.530909,0.6142525
4690838559145577728,15.841090828014194,-70.90560148568808,227.8552,1.3892761
4690839452498619136,15.891907000366661,-70.8679863551529,215.76373,7.9851866
4690886662778375936,15.763277948185845,-70.8418292788702,225.80171,1.049105
4690887281254301952,15.632348309807266,-70.82571095589277,226.4112,4.7689013
4690891919817979904,15.515084274871327,-70.71245339544537,10.968892,3.4800034
4690835260610747392,15.872709290987851,-70.94824746127988,34.283188,9.192532
4690838112469020544,15.78159931858424,-70.93061685911505,215.9346,13.7647915
4690838662224685184,15.967023822689708,-70.88190064625607,225.90283,3.9756088
4690839448199896704,15.910118390727636,-70.86801830555594,214.93181,0.5053292
4690839693015928192,15.813275946351837,-70.85754303263676,208.68315,1.4117458
4690886280523186944,15.721605877692337,-70.84192496589212,216.44702,0.59652144
4690887311315326976,15.680565209209451,-70.8133591438419,223.60962,0.6294475
4690838318627433216,15.875364150278907,-70.9228254167397,220.71567,5.974025
4690838554846662016,15.83446428951672,-70.89937562662115,217.13933,3.345779
4690839207681625216,15.72674348642812,-70.88373970888541,233.33414,5.329558
4690839521220458752,15.898245102492817,-70.85804744214084,227.6009,9.206227
4690840998685840640,16.041272795547155,-70.8283817577825,209.43034,4.902601
4690886314878307328,15.55677634870122,-70.87804825165227,221.30672,0.40347877
4690866940289208320,15.44276444084335,-70.82168071725192,27.81666,7.5351562
4690886594051623680,15.794671387894338,-70.84245256435793,232.17838,2.3259842
4690838146828754560,15.74738345227212,-70.9244194108221,108.754875,1.0129278
4690839688718024448,15.82940557956105,-70.84765257657988,221.16982,2.7578135
4690866699771067392,15.295019689347454,-70.82672357322353,-1.4770892,3.7411768
4690886387901259648,15.579124528254344,-70.85798219489905,221.38593,2.8056214
4690886589760869760,15.78782830395036,-70.83896663197599,216.08107,0.9037279
4690815366322231552,15.594215199071343,-70.93290786361041,27.151773,5.261301
4690835398051940992,15.961032273350364,-70.92640064416797,-21.953758,5.946101
4690835432409401728,15.970201552405978,-70.92153759229528,11.791433,5.318967
4690839280692952832,15.74423314713106,-70.86483167411635,221.91899,2.2074506
4690839516919363328,15.879238800430027,-70.86852683089815,216.78111,5.0950027
4690886628410998528,15.792825111829035,-70.83773094547539,225.3233,2.0872447
4690887242591242368,15.595418132843864,-70.82976230097793,28.002508,1.2409759
4690815160163828224,15.489314613499065,-70.97421765255038,-17.712915,2.1858757
4690838112469025280,15.764986866281287,-70.93543692085338,221.16609,1.9344707
4690839379475697152,15.804394855991267,-70.88527330147704,2.9853163,0.57227075
4690886216102558464,15.70895789127372,-70.86288603315411,213.8211,5.095509
4690888105887037184,15.785464474513054,-70.7578175393589,224.61035,1.1739476
4690839143261118080,15.644792573113964,-70.88969380987866,224.95995,5.597883
4690886284821911424,15.733272743799008,-70.83825301694488,217.75485,0.8086887
4690886727199867904,15.855206177586535,-70.83311929358022,224.33386,0.78522253
4690839521218011136,15.903226701271633,-70.8558104292704,214.36858,5.733961
4690889823873922048,15.991320651210668,-70.68922655694143,36.720234,2.7881815
4690890854666111488,15.605900359888524,-70.75540903564539,224.71048,1.4201483
4690839693015901312,15.836178823510824,-70.8416873559903,240.61687,3.6011255
4690886246163437440,15.680093733304664,-70.85578740319927,221.41396,7.0357895
4690886658480344320,15.782519165705898,-70.82959279799962,233.07272,0.4591509
4690886864638749312,15.743895385004796,-70.82902446666299,225.4388,0.47859687
4690887590491021952,15.656863737176598,-70.79486729525482,221.53282,6.5740614
4690887590491024768,15.66778139605963,-70.79652430616464,220.78143,1.6605828
4690839555577749760,15.925494188384011,-70.85707363214384,213.4982,7.948608
4690834745214696320,15.737945862603688,-70.98442664837803,137.33759,4.4914923
4690836635000248320,16.075831762205667,-70.92948858380478,49.228825,2.8974879
4690839555577723008,15.944649272844572,-70.84692254301763,232.79274,4.971173
4690839830455595648,15.905288328249233,-70.83498747058937,218.66914,2.1200614
4690840345850838272,16.104195091459545,-70.83790424049134,-1.9408839,1.7977836
4690886280523184512,15.71439581592176,-70.84749667461082,228.26344,5.326624
4690886594058738816,15.794466839602217,-70.84836568730117,232.44781,3.0238109
4690886765857317632,15.902267203362598,-70.81332854590104,239.88916,7.7255144
4690886898998511616,15.78107075269275,-70.82267784147814,219.64053,12.068716
4690887384332587264,15.685752660857673,-70.79434364467524,228.91582,1.5426098
4690891541860882944,15.467418924182036,-70.75357974222678,8.384823,3.8724828
4690891782379024640,15.605060836518312,-70.71403511758386,-0.35200906,1.3471371
4690841926398655104,16.231539112758668,-70.75194280586275,68.40479,6.7823277
4690886147383115392,15.64205765653043,-70.86590324568259,221.04538,4.1477184
4690886937656053504,15.72145323999099,-70.8151822449198,25.348436,4.797072
4690892362195886848,15.657969064491533,-70.6848520896032,-0.80975425,0.7881524
4690835020092585984,15.932808256248618,-70.96372476362819,220.17657,5.641235
4690838593505280000,15.871214538876751,-70.8926401446672,226.1547,5.631167
4690839830454763136,15.917766551812417,-70.82837947426346,226.2251,20.292944
4690866802850421248,15.327075328321701,-70.84992860387325,15.910393,0.17018722
