source_id,ra,dec,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,ruwe
1348052971356628608,259.9539699847655,42.08349621653221,-3.3008385084306107,-2.0294322365550252,0.03453212,0.040470473,0.292163648822151,0.030154193,15.873504,0.9918337,1.0782869
1348053413737482240,259.9707516682827,42.135309755092386,-6.333801348491894,-1.7312438983276455,0.28096965,0.32637995,0.1561521877263826,0.22212423,19.449913,1.2316589,1.0223267
1348093408472913024,259.6858912884376,42.06846968435168,-5.600142760384612,1.2682570499454673,0.6047755,0.49725285,0.0774131451384473,0.44108233,20.228012,0.7737808,0.93434155
1348094885941077376,259.4961648397169,42.01797161284471,-5.423241948799705,1.1341819714880734,0.20198002,0.20990476,0.4311715056223023,0.17645714,19.106663,1.6845417,0.9873995
1348103991272409216,259.7680633636854,42.236959945606095,-5.246885502155569,0.8710231836687115,0.12271787,0.14842643,0.401853875682533,0.10921932,18.42214,1.4121552,1.0059243
1348115437361010048,259.64074211656197,42.3773433615918,-3.079688679189415,-0.6231964012331694,0.0615665,0.078769654,0.29727217332282035,0.05444054,17.209011,0.7663498,0.9944516
1348116532576953344,259.8230913208517,42.32079828307785,-4.782454900737392,-0.7926151943227024,0.11093711,0.13391322,0.16034474152670625,0.09992142,18.281906,0.6319065,1.0540391
1348123065222865792,259.97181900309886,42.51115041528054,-4.695218183989817,0.8450272542632506,0.05623832,0.060163084,0.2036226318143342,0.04935948,17.0019,0.7671242,1.0034189
1348156634686865920,260.39786252243636,42.40366336886329,-3.884457680758744,-1.5881122853457612,0.09607097,0.10911763,0.061625319778612686,0.08659167,17.964085,0.95861626,1.0020688
1348196968724078336,260.2512042964757,42.325794388852486,-3.0871556982782837,-1.481681801123462,0.22751287,0.23712267,0.28401423331928977,0.1957302,19.32592,1.0294895,1.0036566
1348202260123975552,260.30518437377964,42.51121962414091,-3.2709808597737875,-0.6454080862945044,0.118159406,0.13422851,0.1655177428834267,0.11486569,18.446354,1.1264496,0.9527419
1348208208654739840,260.4380039278661,42.57281454877877,-3.799286901278386,-2.531223606677951,0.2921992,0.2707283,0.3571529612744225,0.26452383,19.497013,2.0255585,1.021327
1348212263103391488,260.6631089025898,42.777572399023335,-3.100849541260493,-2.3884883500401255,0.0980548,0.09020999,0.2765780648114757,0.07969027,17.817734,0.83109856,0.9977797
1348225143710082048,260.62752212531535,42.84759431023823,-4.878860743028541,-1.1500562357787978,0.25191042,0.23190749,0.3413167799140005,0.20409136,19.443398,0.88687134,1.0101333
1348228854561836160,260.49215101620194,42.873859258790695,-4.291626796450426,-1.2626118182871053,0.61818314,0.531259,-0.12038100493513193,0.47213328,20.443241,0.7640095,0.9505069
1348230886081578880,260.8118386593562,42.7252246173345,-3.748276549460543,-2.215744740531515,0.54070944,0.44338468,0.0020761607613364284,0.39668825,20.196356,1.662878,1.0299133
1348235421567176064,260.8396490680668,42.85066050369663,-5.234232222481174,-1.782364256717616,0.25394636,0.26857108,0.2584604963542578,0.20410441,19.398176,1.7513943,0.9431764
1354105572415938816,258.6101296722032,42.17653893937079,-3.596845945178004,-2.08547255961068,0.30646625,0.40113482,-0.10133241368719799,0.26758334,19.771189,0.86081505,1.0669041
1354158147108827136,258.614528740679,42.364685143349625,-5.229152852217015,-0.9864007704112521,0.27661568,0.31351772,0.3426401461953078,0.23127478,19.386433,1.4546432,1.0577718
1354169210944606720,258.43573746010736,42.377157671484625,-4.583682861369826,-0.3697088765226555,0.029144894,0.034276165,0.3724972365394995,0.024366526,15.6371,0.8386698,0.99339175
1354170757132827776,258.5044471657306,42.40095199189037,-4.642679560557089,-0.9792954403717475,0.10503644,0.11647768,0.18458790668187297,0.087969474,18.004448,0.9602852,1.0200144
1354355230271537024,258.23755105465665,42.435879220834615,-3.6574969303341134,-0.7110199403687723,0.5092384,0.42570758,0.17354847133289975,0.39524615,20.061996,0.7537575,0.97559965
1354355608228632448,258.103099027812,42.40781221579613,-5.071502603262273,0.7472405118501759,0.42631042,0.35032368,0.08505118482795207,0.32355115,19.905588,2.0213776,1.0549701
1354366981305282944,258.33641786816685,42.65447854627844,-3.576490924812253,-0.005831935979277251,0.7398885,0.74002314,-0.6579183426182241,0.5791053,20.43643,0.8028507,1.0502144
1354367638433251456,258.4394124508668,42.66287521423521,-4.005616794447075,-1.1679424389518882,0.07141955,0.08083107,0.3629783236478191,0.05864252,17.166267,0.93987846,1.0638132
1354375644252350976,257.9194263191018,42.63923290577175,-6.701318282507957,0.38992206935754703,0.11426226,0.1131243,0.3944746413145919,0.09706648,18.096565,1.0216694,1.1084778
1354382752422738176,258.47413597060665,42.88992165774233,-5.511753601593889,-2.5062159515625897,0.062472947,0.07523902,0.5551058213798488,0.057903796,17.352425,1.1780167,0.9607455
1354421269689283584,257.75701922708777,42.93538422898699,-3.786030339465034,-1.0367654767790837,0.602077,0.6125987,-0.5891052461781741,0.5019485,20.269344,1.4059277,1.1766111
1354425770814934784,258.0066028138828,42.78229720474568,-4.708218759978083,-1.6599658210042203,0.16188732,0.16063966,0.5572320901094278,0.14363831,18.891216,1.5513821,1.0243679
1355198521330350976,257.8688277704867,43.16535299546262,-3.4602582107393927,1.2998506706126964,0.23031257,0.252685,0.04120762244606882,0.20921996,19.243568,1.1029186,1.0662289
1355204671723704448,257.9307165284114,43.34588902367612,-3.750148820623584,1.1276165658085302,0.44164404,0.4735157,-0.28765021948399816,0.37442055,20.110903,0.69397354,0.9589719
1355207042545648128,258.18506922530764,43.346034623589745,-5.7960369579923645,1.2422086430753858,0.1393634,0.1485253,0.1959899821043607,0.11717517,18.47921,0.73896027,0.9844933
1355215739855069824,257.80167213503194,43.33455949379887,-6.9182175170135185,-2.1597514133357154,0.11146139,0.11620595,0.42059377626455297,0.089759395,17.980034,1.0418568,1.0116248
1355226769330176128,258.25484414150384,43.6318672284659,-6.6758941699283625,-1.799153358731143,0.06823708,0.07380099,0.2983461250384998,0.054839693,17.271622,0.81285095,1.0882977
1355230613329075328,258.15992330349746,43.67984210966233,-3.600701506115314,0.8373996756365758,0.1905253,0.22102258,0.3309549186354995,0.15250707,18.930159,1.3061104,0.9780277
1355273597359242496,257.8600923467351,43.6551983377345,-5.047989392273334,-1.4469114480190006,0.40899476,0.43569115,-0.08891429174243776,0.33103475,19.98341,1.7292709,1.0065974
1360104336054896640,259.3058483715774,42.36130322969326,-6.0742409546133915,0.6613419178820383,0.17891999,0.18170781,0.015100557960975914,0.15360683,19.00141,0.5419769,1.0399923
1360109112058343040,258.7110277942442,42.134105411655945,-3.079893340769097,-2.5867011273372746,0.09653256,0.12185609,0.28368642594928367,0.09165593,18.174932,0.7717228,1.01833
1360110074131090048,258.81338392346663,42.23505927464128,-4.5315632923886975,-0.6231177602227187,0.17889278,0.21018712,-0.27455949410872477,0.15740587,19.014664,0.6056576,0.91960263
1360123513085560576,259.3988095552155,42.29016468840008,-4.746605617778241,-2.2983103601466466,0.051182687,0.05154904,0.363849800613989,0.042905048,16.71285,0.82948685,1.0571371
1360126807323781248,259.40318786856415,42.35410959017813,-4.726486588437136,-0.6973858822702887,0.22500509,0.24581087,0.1557468252844997,0.19520621,19.383646,0.71020126,0.9459809
1360130213234627712,259.568920908903,42.52374147602255,-3.634357657961832,1.2902412800489031,0.018922059,0.019613313,0.20009150708458182,0.015663065,14.60063,1.1921654,1.045429
1360153711000391296,259.7340585082833,42.79965388747808,-6.479304041109259,-2.136729786566491,0.41342452,0.50524443,0.4140684603958207,0.39672938,20.10316,1.2551613,1.0169901
1360155222828930944,259.7597977377522,42.89517276145621,-5.0158772165444185,-0.43655001101294416,0.15436405,0.17357528,0.08726105879122187,0.13552123,18.742393,0.63788223,0.98984736
1360162373949641984,258.6999433690127,42.39392773359326,-4.708123285632621,-0.808503242652626,0.23333524,0.27756536,0.2192544316254328,0.2034761,19.168648,0.611393,1.0097516
1360167321752012672,259.10394826426057,42.54054252063539,-3.9447461664691152,-1.3555708661642778,0.31565937,0.34017742,0.3667085100211759,0.25868803,19.693327,1.0139236,1.013048
