source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,p_pm,pm_method,r_proj_arcmin,p_spatial,p_cmd,membership_prob,is_member,dist_pc,dist_pc_err
2342715647047368832,13.314986057788456,-26.66518755287221,0.9077748146125212,0.9964895,5.077106053042639,0.7395001,-5.639907147414514,0.92078465,20.496778,20.656788,20.124226,0.53256226,1.0269778,0.9920830198032908,gmm2,8.4033767018725,0.9136545189502744,0.2447154296798764,0.6178837560329519,True,,
2342715921925282944,13.371470269244773,-26.640630036260728,0.9664987594143222,0.48234075,-4.202516136793388,0.4365253,-12.74024781557086,0.47397494,19.862219,20.961094,18.80121,2.1598835,1.033606,0.0,gmm2,10.416832172443304,0.7044824040330255,2.0315997173752503e-31,0.0,False,,
2342716162443448576,13.341914231448447,-26.628931949834588,0.047603885564502,0.2214938,4.018731873144298,0.20675862,-5.728175607752581,0.2243706,18.80984,19.103271,18.470255,0.6330166,1.0410143,0.9991739968445422,gmm2,8.688535016070166,0.8981284365983337,0.59174316420896,0.7951557299204975,True,,
2342896173113576448,13.138449249236825,-26.73434803454154,-0.9860369306314154,0.6221024,4.625362431041432,0.55052394,-5.502369992536559,0.57078004,20.18125,20.458658,19.768105,0.69055367,1.0052979,0.9986544637699593,gmm2,9.49269671668917,0.8349599984149707,0.795806736584279,0.8956133428499969,True,,
2342899506008239360,13.063369433961656,-26.689517269393644,1.1962930415781736,0.8795203,4.385826522792034,0.73852617,-6.382488000910577,0.66863596,20.318333,20.498959,19.83951,0.6594486,1.0057517,0.9960948006339906,gmm2,9.286168791899849,0.854537705255849,0.6698770203130706,0.8296228342733464,True,,
2342899544663595136,13.070376700205234,-26.67954483193385,-0.9774106537155984,0.7792532,3.044793779565233,0.59998816,-6.68768226491696,0.76344764,20.16781,20.47992,19.791592,0.6883278,0.97004384,0.9734102534468524,gmm2,8.602705324423201,0.9031034416020846,0.7903356379326563,0.8706682799577511,True,,
2342899712166672896,13.056303038498518,-26.683132947972275,-0.1860166812608991,0.6130531,4.426637617872605,0.503312,-5.287970660497129,0.44893852,19.947187,20.309826,19.6144,0.69542503,0.95459145,0.9988545501900504,gmm2,9.311300199371912,0.8522982967515353,0.8629396091849542,0.9296959228014232,True,,
2342901395793830912,13.192550832962906,-26.70700416030722,1.319116430779918,0.67663175,3.827313580682637,0.6224901,-5.136130635660655,0.6281684,20.031368,20.34116,19.705389,0.6357708,1.0475106,0.9968443856229612,gmm2,7.467413643405356,0.9489266196849684,0.5941198074206013,0.7957581893294787,True,,
2342901743688688640,13.243955756472996,-26.679572962222647,-0.8824434923930149,0.6941638,4.473088439511815,0.4927555,-5.985575545382941,0.5614727,20.133389,20.313019,19.528378,0.78464127,1.0247788,0.9984359632984674,gmm2,6.535119580660269,0.9691249247221077,0.9997648015209176,0.9994035370542302,True,,
2342901808109723776,13.21383699895614,-26.692013762106537,-0.2661508152164606,0.27273446,4.122125083669914,0.20077945,-5.459228790915882,0.2184517,18.751637,19.030098,18.380068,0.65003014,1.0693308,0.9990867938021308,gmm2,6.704120027131358,0.9662106327947858,0.7689059920082132,0.8841816450035338,True,,
2342901808110700544,13.211002263057129,-26.69722024357325,-0.170983601647625,0.46382877,4.3617233416391095,0.34948444,-5.592839220928393,0.36154702,19.533619,19.791704,19.115044,0.67666054,1.0064015,0.9991219056178812,gmm2,6.9824012634508925,0.9607653725595732,0.8967628943518205,0.948054765790534,True,,
2342902465241513856,13.145746738226205,-26.68413321960948,0.994081596704999,0.92980236,5.60457687276859,0.7211457,-5.761044453283198,0.71700144,20.386904,20.594963,19.895744,0.69921875,0.9650986,0.7323186192560398,gmm2,6.509604547429893,0.9695415616322148,0.8096581868314896,0.814978398290635,True,,
2342902564023994112,13.135297952793842,-26.66486530841067,-0.6280492266427892,0.6761317,3.7221983253352673,0.48022053,-5.413509776378331,0.5156245,20.073643,20.402895,19.582998,0.8198967,0.9948065,0.997972668978686,gmm2,5.7019744567670045,0.980124705334822,0.9615829353803677,0.9804037110365936,True,,
2342902598384690432,13.183437221081112,-26.691440548009112,-0.3182228018717263,0.36447644,3.574538951542664,0.26982856,-5.830331459600213,0.30162033,19.111645,19.45228,18.70933,0.74295044,0.9946764,0.9982066733568736,gmm2,6.536080658612007,0.9691091155659564,0.6783500721806005,0.8387139027828685,True,,
2342902667103198976,13.16696525983234,-26.67150779640139,-0.0520359930821596,0.34302282,3.832040231523865,0.2805755,-5.992089980726977,0.30644768,19.356201,19.70093,19.018644,0.6822853,1.0213372,0.9989271464123856,gmm2,5.4581794651822815,0.9825137765066594,0.9716729098334604,0.9856555687927888,True,,
2342902671398897280,13.17090338823523,-26.666067308463816,-0.1901771116962268,0.46723422,4.074279583166712,0.4363964,-5.349382945768436,0.40401417,19.801712,19.968489,19.275745,0.6927433,1.0244545,0.9988819702028762,gmm2,5.096267442588096,0.985536839585528,0.8907087777712329,0.945205325233216,True,,
