source_id,ra,dec,radial_velocity,radial_velocity_error
2342716059364222592,13.33872635132755,-26.635638623118084,12.935787,1.5745617
2342921328738989824,13.155637936083302,-26.463471753349424,2.7966826,0.95449364
2342902740120458624,13.204662414997829,-26.668677100110095,-47.341236,4.6532426
2342921809775325952,13.134921084922278,-26.40846229874869,-11.602325,0.8827431
2342903118077555840,13.180449692169377,-26.615884389271816,-48.501366,0.54858845
2342904698625661824,13.237233005285235,-26.580876719841722,-43.771202,2.450059
2342907546187248000,13.185375581939793,-26.591820055285055,-42.642555,4.3951516
2342907825361660544,13.170697842607519,-26.57751188920946,-39.800102,5.127397
2344405841233185408,13.416417691099657,-26.52547486327844,-1.9689493,1.8518534
2344406184830568960,13.312256249516361,-26.56456929543325,-40.547207,5.9488606
2342903014996245376,13.18241547249378,-26.633764042631995,-47.76268,3.4795756
2342903045061492224,13.19277056169347,-26.623894356771054,-49.16731,0.5360795
2342903014998352640,13.18263025107836,-26.633909964833922,-43.065006,5.3301873
2342903633473793920,13.256170166547546,-26.632571553454394,-16.0022,6.4404798
2342907653563077120,13.184530480515887,-26.58048827149974,-42.48395,9.189989
2342907825361664128,13.168610592163553,-26.582266748133332,-35.22205,9.310722
2342903289876412672,13.295398947139292,-26.655437910115367,22.59949,0.9150258
2342904526826917504,13.20760942043114,-26.615541412894036,-43.66808,3.346306
2342904659969201024,13.21883245432271,-26.601146084936467,-46.119026,1.1563632
2342908100239742592,13.22072684795713,-26.561879612874623,-36.89217,2.3201966
2342908890513635968,13.160339818286744,-26.522180212025685,-39.514942,6.790554
2342901778047787264,13.206613566298747,-26.70298144161452,-43.65596,2.3127294
2342904355028294784,13.227545422845271,-26.619011605390206,-51.53417,2.8190894
2342904492467793280,13.254755409006028,-26.601949363175745,-39.516693,0.5411883
2342907584843615360,13.198485747105183,-26.587354759413234,-46.176247,4.9855776
2342907859721395072,13.167536425687565,-26.573147845533388,-48.590614,2.0968895
2342904732985401344,13.219261100800423,-26.590848888744596,-50.302513,2.9318738
2342907683626216960,13.207442365599341,-26.586619043568287,-43.892868,3.9030046
2342904629906125568,13.210664719578654,-26.59616445682657,-47.13325,5.1839037
2342907481764234368,13.0897195212716,-26.54499806639384,-47.16499,1.7852291
2342907584843530368,13.19020239144487,-26.595260003808775,-48.27225,5.643193
2342907855424881152,13.16665779620909,-26.563867033171405,-42.061874,2.5661216
2342908615635797376,13.21732045502945,-26.49600515692588,-43.932644,6.010773
2342919919989518336,12.94803788975543,-26.53977348115005,28.963284,3.566524
2344406219190302976,13.330272099920734,-26.546671763897663,0.8092774,0.7570244
2342907580546992128,13.192806933355442,-26.597061717353117,-43.853195,1.4535848
2342907756640331008,13.19547804930586,-26.567778548452182,-42.0418,2.4954731
2342907928440967296,13.171386881286185,-26.557529462864917,-41.238213,0.40874928
2342908787434422016,13.160199915658472,-26.533212382514165,29.662409,4.6314163
2342908890513634688,13.15375342728011,-26.51629551560423,-43.785946,3.826449
2342903392955627648,13.294134467130258,-26.64777807666708,21.741142,6.7913218
2342904320668492160,13.220607468418441,-26.63283921989506,-40.36879,8.755553
2342908100239743616,13.228831647924041,-26.558991135061685,-44.123978,4.3163953
2342919404593444480,13.036287340032846,-26.531356344756453,23.602125,6.3302207
2342920778982979328,13.104048898406303,-26.50241722027555,-10.646584,3.110307
2344405360196844544,13.340710352996544,-26.5761251404671,12.920313,1.4914849
2342907584843612800,13.194788811695968,-26.587132034179383,-47.67411,2.835657
2342920224929486464,13.01977977371343,-26.499726390408487,1.6308568,8.940843
2344217893464257280,13.416487392064306,-26.57784945982928,35.677223,6.0160146
2344406459708471040,13.294199633780304,-26.54021598260699,-41.250587,2.002478
2342713280521035136,13.203490029549796,-26.777959324623954,3.6735334,5.0962453
2342903083717822848,13.163890128182082,-26.6329485984048,-48.888912,14.078971
2342904217589341056,13.318422856120653,-26.578260557008466,44.250515,0.81502086
2342904423747772416,13.253454605443876,-26.612234165108447,-41.4223,2.4305367
2342905935576100736,13.147579727679696,-26.628733800899422,-40.269093,3.8360834
2342906107372568960,13.150502492601333,-26.618453689009016,-46.13836,4.2890644
2342900094420468224,12.988664816980021,-26.677280449559483,3.6390314,6.8188777
2342907546187214848,13.179143843171273,-26.60389973621522,-42.158073,4.2190933
2342907894081112064,13.153792798772429,-26.56295543695248,-41.29668,4.7578516
2342905523259868032,13.130486542703286,-26.650259920810534,-43.992065,4.964171
2342907584843612416,13.192641101215413,-26.58754225031319,-47.63711,8.292808
2342907855424884864,13.170909428431848,-26.560510092742483,-45.249752,3.3401327
2342922771845327488,13.076260913381708,-26.39829834312824,-13.872122,0.12507054
2344410582877072640,13.226199851566562,-26.468590922014645,2.0887885,1.3434366
2342898994908973056,13.0363538237006,-26.726105949204005,69.89411,7.8456373
2342903083717827200,13.169011062853086,-26.637858809098834,-45.78693,4.655089
2342904763048461184,13.222814734976525,-26.578388503279353,-45.002476,4.1093655
2342904763048461952,13.225099029342635,-26.578086339538064,-40.520863,5.7847958
2342905935576108928,13.151467939565764,-26.640455896421148,-22.542707,8.232702
2342907653563082368,13.188379423721212,-26.582861281411777,-39.379856,3.5294888
2342907722282623744,13.208947311250244,-26.57076730816245,-49.66589,1.9072735
2342908031520178560,13.172378824061777,-26.53740812679227,-47.18521,9.246248
2342715548263788416,13.314603314225705,-26.676324880722035,16.568462,0.5525826
2342904488170510592,13.24358486864884,-26.60172727323261,-41.33341,0.62975305
2342904561186653568,13.207878854545452,-26.609391169397654,-43.731113,3.4938543
2342904629906127232,13.21206913117326,-26.59816200606097,-48.34333,6.702105
2342906141734490880,13.162153047706761,-26.59215119454378,-49.41404,2.0855906
2342919335873968000,13.07234524047191,-26.516675745678846,-10.6889,0.2566135
2344409930042044416,13.284351057596412,-26.467766809659427,-42.93583,5.8406625
2344409930042044544,13.290192082397263,-26.467256183542226,-4.8137302,0.47198635
2344410926474455552,13.197569804551536,-26.44838456499941,31.578714,0.75330555
2342713280521035008,13.193677603575857,-26.779351132136856,22.867922,2.9603004
2342715479544311296,13.274506888132152,-26.691378600532907,15.682043,4.820628
2342904011430916480,13.30426318859864,-26.61797453802257,-50.023132,4.4142466
2342904526826920704,13.20975631272937,-26.626695145188926,-99.999756,5.5944114
2342906313533176960,13.131322869760579,-26.600511013049612,-46.23226,3.82034
2342907614906719104,13.177250439865125,-26.58688867621753,-44.531105,1.6531589
2342907722282622336,13.220903379897008,-26.563826418418692,-49.618088,4.4381886
2342907889784614912,13.156830137706049,-26.56961488497213,-37.462948,11.64568
2342908340757896704,13.24373907115325,-26.51544797608889,-47.487785,5.651811
2342909440269516032,13.204396857551368,-26.47594326465587,18.9089,1.7259421
2342920126147948288,12.956360436594766,-26.512822097780578,7.909519,1.2558457
2342920882062193792,13.113661220174524,-26.491848993982806,37.875523,1.9632628
2342714929788498816,13.373804549433833,-26.69980844917122,36.701187,5.3208704
2342716029300409088,13.32569171294761,-26.649263031771763,16.69909,14.287747
2342904732985395456,13.217770305653197,-26.58280211352501,-45.909557,3.8476706
2342904732985400704,13.220355684284959,-26.588939056793084,-49.461933,0.82270485
2342904763048460416,13.22003541807662,-26.577449566221574,-43.575993,1.5382448
2342906141734502528,13.158238977126626,-26.601787035330215,-45.889774,4.35542
2342906141734509056,13.161188468150664,-26.603461377043693,-42.337696,4.326484
2342907275605811584,13.080656036324113,-26.577721401781844,-2.3390899,1.1676776
2342907958504111360,13.188663992179807,-26.5582685335555,-40.256744,3.5197735
2342919335873967488,13.069813146717156,-26.51556257916306,-25.69849,2.7374709
