source_id,ra,dec,ra_error,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,p_pm,pm_method,r_proj_arcmin,p_spatial,p_cmd,membership_prob,is_member,dist_pc,dist_pc_err
4418931562675712384,228.80426129844156,0.008666601409388292,0.16260603,0.14202487,0.17159408466042558,0.18314302,-10.410923039471797,0.2214889,-7.91552176961209,0.17931475,18.600643,19.110796,17.97066,1.1401367,1.0475771,0.0,window,14.919441291821764,0.01,0.5058532757338825,0.0,False,,
4419016431230937088,229.2300654238351,0.019868414839697153,0.6363982,0.57909864,-0.3079580253641214,0.6849121,-2.8172520564508305,0.8989021,-5.047775831262299,0.737171,20.384043,20.447033,19.811682,0.6353512,1.0785576,0.0,window,14.772266047363319,0.01,0.9960008116447284,0.0,False,,
4418698328771325568,228.94225375544787,-0.3632992723082854,0.32358316,0.30886924,-0.41737350326429296,0.37175444,-1.6784263018240435,0.43441144,-2.0884357642259137,0.40776664,19.560444,19.95547,19.13312,0.82234955,1.026111,0.024979257316875534,window,15.840002714234236,0.01,0.9593646247971375,0.009819400551486,False,,
4418719391292487040,229.03902248155808,-0.33020245172959584,0.6586072,0.544122,0.9280799822394009,0.75595653,-14.257157265173046,0.9373659,-4.272047550496682,0.8502033,20.20715,20.575142,18.781881,1.7932606,1.0252917,0.0,window,13.156320024710766,0.015495456198538624,2.8409820432293206e-07,0.0,False,,
4418720353364593536,229.16036404926032,-0.3097326186841385,0.3116536,0.26943323,-0.09298233192808512,0.35606852,-0.5748219341566168,0.38225767,-13.138018154811022,0.33017546,19.489359,20.031744,18.768686,1.2630577,0.92387015,0.0,window,14.503224373675616,0.01,0.058513009533503184,0.0,False,,
4418722487963064704,229.0124833394462,-0.2951163860826596,0.29098365,0.26737097,0.20517027440454755,0.36652243,-3.487877510271483,0.3709297,-0.3020129140542298,0.3577448,19.307335,19.819305,18.319134,1.5001717,1.1187083,0.0,window,11.025469315792131,0.0632375402988087,0.006116010645318261,0.0,False,,
4418722999063492992,228.94632110037327,-0.30071821240693647,0.45767,0.44075233,-0.6736882304154044,0.55367565,-17.155710320790327,0.6540676,-8.138951218572046,0.6928057,20.093996,20.604343,19.212065,1.3922787,1.0050322,0.0,window,12.219666443138196,0.031074052140466307,0.0010015029562055044,0.0,False,,
4418723926776431104,229.0492196374513,-0.2925867001351593,0.3408468,0.28304783,1.0411391160279493,0.3802082,-8.689566681892783,0.43770507,-2.371787252239254,0.38666552,19.664404,20.825478,18.613873,2.211605,0.93951523,0.0,window,10.982220330372835,0.0647176739790074,1.8314743092908955e-13,0.0,False,,
4418730661285350528,229.1472673777395,-0.1943690940003835,0.47984457,0.39125293,0.24814108876062402,0.5595266,-12.514069546166057,0.5687195,4.106501856656283,0.50216883,20.02839,20.984245,19.079748,1.9044971,1.0115594,0.0,window,9.01351838634776,0.16218822084661702,3.578836070593612e-11,0.0,False,,
4418731623357859584,229.08664782660733,-0.17699144727974783,0.48469946,0.4047449,-0.024539434068016352,0.51934344,-3.8841433614585235,0.6605756,-3.4718631994555023,0.5587373,20.035028,20.293253,19.670998,0.6222553,1.0244381,0.07964451675597538,window,5.5214041223104475,0.5046176466612928,0.7831734315353556,0.11237193821824197,False,,
