source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,p_pm,pm_method,r_proj_arcmin,p_spatial,p_cmd,membership_prob,is_member,dist_pc,dist_pc_err
4118972558555101440,267.2078745469945,-20.45104984684511,0.0914733416711507,0.05558226,-2.6353388769631785,0.06194806,-6.707128191098056,0.037576433,16.432743,17.875586,15.2626295,2.612956,1.0009576,0.0,gmm3,5.484793671927931,,0.8510040590278092,0.0,False,,
4118972562859680512,267.2114684256177,-20.456908383298767,-0.4691461629752471,1.1815597,-4.913734432970226,1.1634074,-8.517576337547023,0.7742497,20.48211,21.79467,19.552103,2.242567,1.004379,0.0,gmm3,5.814522605354887,,0.9441425761472474,0.0,False,,
4118972562859768064,267.2137605643054,-20.451247586780024,-0.3464791007403595,0.35643253,-3.90918632646493,0.39246914,-3.996867334555256,0.25434768,19.172178,20.605616,18.200918,2.4046974,1.0994393,0.0,gmm3,5.466732616906278,,0.9984411039003334,0.0,False,,
4118972562859853568,267.2128119065264,-20.448319230122856,-0.2056866399465384,0.23185357,-1.3839926695924347,0.26685488,-7.37165575834414,0.16280805,18.8571,19.96686,17.884697,2.0821629,1.072449,0.0,gmm3,5.29493976608194,,0.4034160483492737,0.0,False,,
4118972562859953664,267.20978183362314,-20.44606025184486,-0.3779317887486259,0.8866003,-4.502530350385078,1.021307,-0.8581885253329673,0.63645613,20.231543,21.490063,19.290768,2.199295,1.0489743,0.0,gmm3,5.17516900465785,,0.9838228025064966,0.0,False,,
4118972730355273728,267.1933173067139,-20.449691709587768,0.1059202796537277,0.09423993,-5.62650286549379,0.09784606,-2.4631757355092887,0.06281259,17.302923,18.593699,16.163715,2.4299831,1.0005434,0.0,gmm3,5.5635365957844565,,0.9227514333980964,0.0,False,,
4118972769018701056,267.1934018100844,-20.44453409516285,0.1450791068417935,0.54566526,0.5403099383430898,0.5606537,2.3730132560123,0.35276654,19.762527,20.75669,18.723206,2.0334835,0.93484277,0.0,gmm3,5.264515637381039,,0.7959185000706125,0.0,False,,
4118972769018733952,267.199634488154,-20.43829726750048,1.3415845762582983,0.551664,-1.095977042903442,1.0120975,-1.6515265020368832,0.7874978,19.869617,20.605001,18.567577,2.037424,0.9912675,0.773150652381737,gmm3,4.812711499227972,,0.8661772359233592,0.7731506523817371,True,,
4118972769018761984,267.1982549260629,-20.43795401015388,-1.3412079429557884,1.1566269,-3.2468392292553445,1.017274,-2.8549321577074065,0.69298613,20.243456,20.635414,18.754341,1.881073,1.1066974,0.523123730079362,gmm3,4.811463404669041,,0.8147088310930195,0.523123730079362,True,,
4118972769027710208,267.19836258847306,-20.43372641050608,0.2108974684596796,0.8345316,-5.120874891871544,1.0926725,-6.330042739404371,0.80859953,20.375832,20.870922,18.971752,1.8991699,1.0627145,0.0,gmm3,4.564682519668503,,0.878473979274824,0.0,False,,
