source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,p_pm,pm_method,r_proj_arcmin,p_spatial,p_cmd,membership_prob,is_member,dist_pc,dist_pc_err
4421452094299646208,229.5061753449668,1.711093541218444,0.2682023974708814,0.049539454,-9.142497609746451,0.055751216,-2.9751000431262007,0.042454213,16.057667,16.476967,15.457229,1.0197382,0.9735349,0.0,gmm2,23.567943052078,0.01,0.7850246765608626,0.0,False,3728.527445801708,688.6933734777109
4421452742837762944,229.5417678258189,1.7603341925281115,0.5156900380609617,0.4722507,-7.0609113371429615,0.48941207,-4.770278063209675,0.34704328,19.636316,20.660404,18.60194,2.058464,0.94952786,0.0,gmm2,20.09346381981996,0.2683726828160369,1.1151843286609015e-27,0.0,False,,
4421454563903864832,229.74616869691644,1.7169216845010136,0.6003285690439047,0.1877622,-12.509674740924613,0.18981872,-1.6930138038120657,0.17353657,18.461342,18.896856,17.861788,1.0350685,0.99528575,0.0,gmm2,22.78039665347666,0.0165551153499997,5.921640872122336e-10,0.0,False,,
4421454941861016960,229.722064821162,1.7582645687877314,-0.2642496139208513,0.30364838,-5.613194665022846,0.34160092,-1.836250486292299,0.29978755,19.184664,19.460327,18.643446,0.8168812,1.0563669,0.0,gmm2,20.003385506162186,0.279943340353793,0.6946469471170837,0.0,False,,
4421455392832439040,229.81285364703007,1.7437150049031611,0.5672437755665126,0.56851315,-3.3834195596854526,0.64026237,-14.78889080255789,0.6414791,19.867521,21.22952,18.7069,2.5226212,1.0173202,0.0,gmm2,22.78065861084903,0.0165446861705998,6.88536806764557e-33,0.0,False,,
4421457931158261504,229.68787498941336,1.7660450858446173,0.0231972685110543,0.3926414,4.445114183001273,0.43022275,-10.608766553556888,0.35498062,19.480268,19.817205,19.070639,0.7465668,0.956673,0.998397293547104,gmm2,19.128725042483417,0.3928992537214986,0.9479394195688574,0.95777845537556,True,,
4421458210333073152,229.67197857675168,1.795230182748321,0.2739366854471522,0.09777003,-6.329501601653398,0.10867713,-5.05706801327877,0.094055034,17.118359,17.461235,16.660587,0.80064774,1.189344,0.0,gmm2,17.263994935550286,0.6063162083014291,0.0012496628642686,0.0,False,,
4421458824511486592,229.62010692655585,1.802591754279842,0.7767750881487209,0.59249294,3.993486002445779,0.84442055,-9.72459759354614,0.534559,20.056252,20.514883,19.667276,0.84760666,0.96803904,0.9993850631329966,gmm2,16.740467367078708,0.6549815078213256,0.9938649587320888,0.9947351066067814,True,,
4421459236831826432,229.6370282197992,1.8226253690404,0.2533486077741248,0.4089502,4.760381038368124,0.4569216,-0.4600516056727959,0.35735455,19.464045,20.489183,18.491724,1.9974594,1.0364443,0.0,gmm2,15.502696062405107,0.7496255195938886,3.6032184488748806e-34,0.0,False,,
4421459477346567808,229.66001275121792,1.8507912763611336,0.8414405624998906,0.691201,3.889242385009983,0.6807007,-8.998373268469873,0.6712853,20.041553,20.530664,19.582275,0.94838905,0.99459654,0.9974696241768788,gmm2,13.873182241494636,0.8370948500096115,0.8644414560143645,0.9290947151209612,True,,
